act,scene,location,entity_text,label,label_description
3,1,Forres. A Room in the Palace.,Fleance,PERSON,"People, including fictional"
3,1,Forres. A Room in the Palace.,BOTH MURDERERS.,PERSON,"People, including fictional"
3,1,Forres. A Room in the Palace.,MACBETH,PERSON,"People, including fictional"
3,1,Forres. A Room in the Palace.,Banquo,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,Macbeth,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,Banquo,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,Macbeth,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,MACBETH,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,Remains,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,Duncan,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,MACBETH,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,Banquo,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,MACBETH,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,Banquo,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,Fleance,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,MACBETH,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,Hecate,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,2,The same. Another Room in the Palace.,MACBETH,PERSON,"People, including fictional"
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",Macbeth,PERSON,"People, including fictional"
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",BANQUO,PERSON,"People, including fictional"
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",the palace,LOCATION,LOCATION
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",Banquo,PERSON,"People, including fictional"
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",Fleance,PERSON,"People, including fictional"
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",THIRD MURDERER.,PERSON,"People, including fictional"
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",BANQUO,PERSON,"People, including fictional"
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",Banquo,PERSON,"People, including fictional"
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",BANQUO,PERSON,"People, including fictional"
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",Fleance,PERSON,"People, including fictional"
3,3,"The same. A Park or Lawn, with a gate leading to the Palace.",Fleance,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Macbeth,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Macbeth,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Ross,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Lennox,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Lords,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LORDS,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,the door,LOCATION,LOCATION
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Banquo,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Fleance,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Fleance,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Banquo,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Banquo,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Macbeth,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LENNOX,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,May't,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Banquo,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,ROSS,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LENNOX,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LENNOX,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LORDS,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,ROSS,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Duncan,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,a winter,LOCATION,LOCATION
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Banquo,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LORDS,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Hyrcan,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,ROSS,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LENNOX,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Lords,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,Macduff,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,LADY MACBETH.,PERSON,"People, including fictional"
3,4,The same. A Room of state in the Palace.,MACBETH,PERSON,"People, including fictional"
3,5,The heath.,Hecate,PERSON,"People, including fictional"
3,5,The heath.,Hecate,PERSON,"People, including fictional"
3,5,The heath.,HECATE,PERSON,"People, including fictional"
3,5,The heath.,Macbeth,PERSON,"People, including fictional"
3,5,The heath.,the pit,LOCATION,LOCATION
3,5,The heath.,the corner,LOCATION,LOCATION
3,6,Forres. A Room in the Palace.,Lennox,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,LENNOX,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Duncan,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Banquo,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Fleance,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Fleance,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Malcolm,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Donalbain,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Macbeth,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Duncan,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Fleance,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Macduff,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Duncan,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Macduff,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Northumberland,GPE,"Countries, cities, states"
3,6,Forres. A Room in the Palace.,Siward,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,LENNOX,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,Macduff,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,LENNOX,PERSON,"People, including fictional"
3,6,Forres. A Room in the Palace.,the court,LOCATION,LOCATION
3,6,Forres. A Room in the Palace.,England,GPE,"Countries, cities, states"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",THIRD,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",THIRD,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",maw,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",-sea,LOCATION,LOCATION
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Root of hemlock,TITLE,TITLE
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Nose of Turk,TITLE,TITLE
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Hecate,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",HECATE,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Hecate,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macbeth,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",THIRD,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macbeth,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macbeth,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macbeth,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macduff,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Thane of Fife.—Dismiss,TITLE,TITLE
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Whate'er,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macbeth,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macbeth,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macbeth,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macbeth,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macduff,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macbeth,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Birnam,GPE,"Countries, cities, states"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Dunsinane,GPE,"Countries, cities, states"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Birnam,GPE,"Countries, cities, states"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macbeth,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Banquo,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Hautboys,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",THIRD,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Banquo,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Banquo,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Banquo,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macbeth,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Lennox,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",LENNOX,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Grace,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",LENNOX,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",LENNOX,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",LENNOX,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macduff,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",England,GPE,"Countries, cities, states"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",England,GPE,"Countries, cities, states"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",LENNOX,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",MACBETH,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",The castle,LOCATION,LOCATION
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Macduff,PERSON,"People, including fictional"
4,1,"A dark Cave. In the middle, a Cauldron Boiling.",Fife,GPE,"Countries, cities, states"
4,2,Fife. A Room in Macduff's Castle.,Macduff,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,Ross,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,the land,LOCATION,LOCATION
4,2,Fife. A Room in Macduff's Castle.,ROSS,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,ROSS,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,ROSS,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,ROSS,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,MESSENGER,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,a homely,LOCATION,LOCATION
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,LADY MACDUFF.,PERSON,"People, including fictional"
4,2,Fife. A Room in Macduff's Castle.,Macduff,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Malcolm,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Macduff,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Macbeth,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,England,GPE,"Countries, cities, states"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Macbeth,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Macbeth,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Macbeth,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states"
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Macduff,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Macbeth,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Siward,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,DOCTOR,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,England,GPE,"Countries, cities, states"
4,3,England. Before the King's Palace.,Ross,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,a niggard,LOCATION,LOCATION
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,England,GPE,"Countries, cities, states"
4,3,England. Before the King's Palace.,Siward,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Humh,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Your castle,LOCATION,LOCATION
4,3,England. Before the King's Palace.,the quarry,LOCATION,LOCATION
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,ROSS,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Macduff,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,the whetstone,LOCATION,LOCATION
4,3,England. Before the King's Palace.,MACDUFF,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,Scotland,GPE,"Countries, cities, states"
4,3,England. Before the King's Palace.,MALCOLM,PERSON,"People, including fictional"
4,3,England. Before the King's Palace.,the King,LOCATION,LOCATION
4,3,England. Before the King's Palace.,Macbeth,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,the field,LOCATION,LOCATION
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,Macbeth,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,LADY MACBETH.,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,LADY MACBETH.,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,LADY MACBETH.,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,Thane of Fife,TITLE,TITLE
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,GENTLEWOMAN,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,LADY MACBETH.,PERSON,"People, including fictional"
5,1,Dunsinane. A Room in the Castle.,Arabia,GPE,"Countries, cities, states"
5,1,Dunsinane. A Room in the Castle.,DOCTOR,PERSON,"People, including fictional"
