play,act,scene,speaker,original_sentence,pronoun,resolved_to,resolved_sentence,gender_group,resolution_source
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,I can tell you: but young Romeo will be older when you have found him than he was when you sought him.,he,MONTAGUE,I can tell you: but young Romeo will be older when you have found MONTAGUE than MONTAGUE was when you sought him.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,I can tell you: but young Romeo will be older when you have found him than he was when you sought him.,him,MONTAGUE,I can tell you: but young Romeo will be older when you have found MONTAGUE than MONTAGUE was when you sought MONTAGUE.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,BENVOLIO,She will endite him to some supper.,him,MONTAGUE,She will endite MONTAGUE to some supper.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"A gentleman, Nurse, that loves to hear himself talk, and will speak more in a minute than he will stand to in a month.",himself,MONTAGUE,"A gentleman, Nurse, that loves to hear MONTAGUE talk, and will speak more in a minute than he will stand to in a month.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"A gentleman, Nurse, that loves to hear himself talk, and will speak more in a minute than he will stand to in a month.",he,MONTAGUE,"A gentleman, Nurse, that loves to hear MONTAGUE talk, and will speak more in a minute than MONTAGUE will stand to in a m",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"What wilt thou tell her, Nurse?",her,JULIET,"What wilt thou tell JULIET, Nurse?",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"Bid her devise Some means to come to shrift this afternoon, And there she shall at Friar Lawrence' cell Be shriv'd and m",her,JULIET,"Bid JULIET devise Some means to come to shrift this afternoon, And there she shall at Friar Lawrence' cell Be shriv'd an",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,4,ROMEO,"Bid her devise Some means to come to shrift this afternoon, And there she shall at Friar Lawrence' cell Be shriv'd and m",she,JULIET,"Bid JULIET devise Some means to come to shrift this afternoon, And there JULIET shall at Friar Lawrence' cell Be shriv'd",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,Perchance she cannot meet him.,him,ROMEO,Perchance she cannot meet ROMEO.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,Hast thou met with him?,him,ROMEO,Hast thou met with ROMEO?,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,5,JULIET,What says he of our marriage?,he,ROMEO,What says ROMEO of our marriage?,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,6,ROMEO,"Do thou but close our hands with holy words, Then love-devouring death do what he dare, It is enough I may but call her ",he,MONTAGUE,"Do thou but close our hands with holy words, Then love-devouring death do what MONTAGUE dare, It is enough I may but cal",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,6,ROMEO,"Do thou but close our hands with holy words, Then love-devouring death do what he dare, It is enough I may but call her ",her,JULIET,"Do thou but close our hands with holy words, Then love-devouring death do what MONTAGUE dare, It is enough I may but cal",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,2,6,JULIET,"As much to him, else is his thanks too much.",him,ROMEO,"As much to ROMEO, else is his thanks too much.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Thou art like one of these fellows that, when he enters the confines of a tavern, claps me his sword upon the table, and",he,TYBALT,"Thou art like one of these fellows that, when TYBALT enters the confines of a tavern, claps me his sword upon the table,",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"and by the operation of the second cup draws him on the drawer, when indeed there is no need.",him,TYBALT,"and by the operation of the second cup draws TYBALT on the drawer, when indeed there is no need.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Thou hast quarrelled with a man for coughing in the street, because he hath wakened thy dog that hath lain asleep in the",he,TYBALT,"Thou hast quarrelled with a man for coughing in the street, because TYBALT hath wakened thy dog that hath lain asleep in",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"But I'll be hanged, sir, if he wear your livery.",he,TYBALT,"But I'll be hanged, sir, if TYBALT wear your livery.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Marry, go before to field, he'll be your follower; Your worship in that sense may call him man.",he,TYBALT,"Marry, go before to field, TYBALT'll be your follower; Your worship in that sense may call him man.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Marry, go before to field, he'll be your follower; Your worship in that sense may call him man.",him,TYBALT,"Marry, go before to field, TYBALT'll be your follower; Your worship in that sense may call TYBALT man.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,MERCUTIO,"Is he gone, and hath nothing?",he,TYBALT,"Is TYBALT gone, and hath nothing?",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,ROMEO,"Now, Tybalt, take the 'villain' back again That late thou gav'st me, for Mercutio's soul Is but a little way above our h",him,MONTAGUE,"Now, Tybalt, take the 'villain' back again That late thou gav'st me, for Mercutio's soul Is but a little way above our h",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,ROMEO,"Either thou or I, or both, must go with him.",him,MONTAGUE,"Either thou or I, or both, must go with MONTAGUE.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,TYBALT,"Thou wretched boy, that didst consort him here, Shalt with him hence.",him,LADY CAPULET,"Thou wretched boy, that didst consort LADY CAPULET here, Shalt with him hence.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,TYBALT,"Thou wretched boy, that didst consort him here, Shalt with him hence.",him,LADY CAPULET,"Thou wretched boy, that didst consort LADY CAPULET here, Shalt with LADY CAPULET hence.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"Tybalt, here slain, whom Romeo's hand did slay; Romeo, that spoke him fair, bid him bethink How nice the quarrel was, an",him,MONTAGUE,"Tybalt, here slain, whom Romeo's hand did slay; Romeo, that spoke MONTAGUE fair, bid him bethink How nice the quarrel wa",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"Tybalt, here slain, whom Romeo's hand did slay; Romeo, that spoke him fair, bid him bethink How nice the quarrel was, an",him,MONTAGUE,"Tybalt, here slain, whom Romeo's hand did slay; Romeo, that spoke MONTAGUE fair, bid MONTAGUE bethink How nice the quarr",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"All this uttered With gentle breath, calm look, knees humbly bow'd Could not take truce with the unruly spleen Of Tybalt",he,MONTAGUE,"All this uttered With gentle breath, calm look, knees humbly bow'd Could not take truce with the unruly spleen Of Tybalt",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"Romeo he cries aloud, 'Hold, friends!",he,MONTAGUE,"Romeo MONTAGUE cries aloud, 'Hold, friends!",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,BENVOLIO,"But by and by comes back to Romeo, Who had but newly entertain'd revenge, And to't they go like lightning; for, ere I Co",he,MONTAGUE,"But by and by comes back to Romeo, Who had but newly entertain'd revenge, And to't they go like lightning; for, ere I Co",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,LADY CAPULET,He is a kinsman to the Montague.,He,TYBALT,TYBALT is a kinsman to the Montague.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,LADY CAPULET,"Affection makes him false, he speaks not true.",him,TYBALT,"Affection makes TYBALT false, he speaks not true.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,LADY CAPULET,"Affection makes him false, he speaks not true.",he,TYBALT,"Affection makes TYBALT false, TYBALT speaks not true.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,1,MONTAGUE,"Not Romeo, Prince, he was Mercutio's friend; His fault concludes but what the law should end, The life of Tybalt.",he,ROMEO,"Not Romeo, Prince, ROMEO was Mercutio's friend; His fault concludes but what the law should end, The life of Tybalt.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,"Come gentle night, come loving black-brow'd night, Give me my Romeo, and when I shall die, Take him and cut him out in l",him,ROMEO,"Come gentle night, come loving black-brow'd night, Give me my Romeo, and when I shall die, Take ROMEO and cut him out in",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,"Come gentle night, come loving black-brow'd night, Give me my Romeo, and when I shall die, Take him and cut him out in l",him,ROMEO,"Come gentle night, come loving black-brow'd night, Give me my Romeo, and when I shall die, Take ROMEO and cut ROMEO out ",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,"Come gentle night, come loving black-brow'd night, Give me my Romeo, and when I shall die, Take him and cut him out in l",he,ROMEO,"Come gentle night, come loving black-brow'd night, Give me my Romeo, and when I shall die, Take ROMEO and cut ROMEO out ",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,Hath Romeo slain himself?,himself,ROMEO,Hath Romeo slain ROMEO?,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,"If he be slain, say Ay; or if not, No.",he,ROMEO,"If ROMEO be slain, say Ay; or if not, No.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,2,NURSE,"Tybalt is gone, and Romeo banished, Romeo that kill'd him, he is banished.",him,TYBALT,"Tybalt is gone, and Romeo banished, Romeo that kill'd TYBALT, he is banished.",male,intra-utterance
THE TRAGEDY OF ROMEO AND JULIET,3,2,NURSE,"Tybalt is gone, and Romeo banished, Romeo that kill'd him, he is banished.",he,TYBALT,"Tybalt is gone, and Romeo banished, Romeo that kill'd TYBALT, TYBALT is banished.",male,intra-utterance
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,He was not born to shame.,He,ROMEO,ROMEO was not born to shame.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,"O, what a beast was I to chide at him!",him,ROMEO,"O, what a beast was I to chide at ROMEO!",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,Shall I speak ill of him that is my husband?,him,ROMEO,Shall I speak ill of ROMEO that is my husband?,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,"He made you for a highway to my bed, But I, a maid, die maiden-widowed.",He,ROMEO,"ROMEO made you for a highway to my bed, But I, a maid, die maiden-widowed.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,"O find him, give this ring to my true knight, And bid him come to take his last farewell.",him,ROMEO,"O find ROMEO, give this ring to my true knight, And bid him come to take his last farewell.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,2,JULIET,"O find him, give this ring to my true knight, And bid him come to take his last farewell.",him,ROMEO,"O find ROMEO, give this ring to my true knight, And bid ROMEO come to take his last farewell.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,3,ROMEO,"Heaven is here Where Juliet lives, and every cat and dog, And little mouse, every unworthy thing, Live here in heaven an",her,JULIET,"Heaven is here Where Juliet lives, and every cat and dog, And little mouse, every unworthy thing, Live here in heaven an",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,3,ROMEO,"But Romeo may not, he is banished.",he,MONTAGUE,"But Romeo may not, MONTAGUE is banished.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,3,ROMEO,How is it with her?,her,JULIET,How is it with JULIET?,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,3,ROMEO,"Doth not she think me an old murderer, Now I have stain'd the childhood of our joy With blood remov'd but little from he",she,JULIET,"Doth not JULIET think me an old murderer, Now I have stain'd the childhood of our joy With blood remov'd but little from",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,3,ROMEO,Where is she?,she,JULIET,Where is JULIET?,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,3,ROMEO,And how doth she?,she,JULIET,And how doth JULIET?,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,3,ROMEO,"As if that name, Shot from the deadly level of a gun, Did murder her, as that name's cursed hand Murder'd her kinsman.",her,JULIET,"As if that name, Shot from the deadly level of a gun, Did murder JULIET, as that name's cursed hand Murder'd her kinsman",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,3,FRIAR LAWRENCE,"I'll find out your man, And he shall signify from time to time Every good hap to you that chances here.",he,ROMEO,"I'll find out your man, And ROMEO shall signify from time to time Every good hap to you that chances here.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,4,CAPULET,"Look you, she lov'd her kinsman Tybalt dearly, And so did I. Well, we were born to die.",she,JULIET,"Look you, JULIET lov'd her kinsman Tybalt dearly, And so did I. Well, we were born to die.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,4,CAPULET,Tis very late; she'll not come down tonight.,she,JULIET,Tis very late; JULIET'll not come down tonight.,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,4,CAPULET,"I think she will be rul'd In all respects by me; nay more, I doubt it not.",she,JULIET,"I think JULIET will be rul'd In all respects by me; nay more, I doubt it not.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,4,CAPULET,"Wife, go you to her ere you go to bed, Acquaint her here of my son Paris' love, And bid her, mark you me, on Wednesday n",her,JULIET,"Wife, go you to JULIET ere you go to bed, Acquaint her here of my son Paris' love, And bid her, mark you me, on Wednesda",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,4,CAPULET,"Wife, go you to her ere you go to bed, Acquaint her here of my son Paris' love, And bid her, mark you me, on Wednesday n",her,JULIET,"Wife, go you to JULIET ere you go to bed, Acquaint JULIET here of my son Paris' love, And bid her, mark you me, on Wedne",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,4,CAPULET,"Well, Wednesday is too soon, A Thursday let it be; a Thursday, tell her, She shall be married to this noble earl.",her,JULIET,"Well, Wednesday is too soon, A Thursday let it be; a Thursday, tell JULIET, She shall be married to this noble earl.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,4,CAPULET,"Well, Wednesday is too soon, A Thursday let it be; a Thursday, tell her, She shall be married to this noble earl.",She,JULIET,"Well, Wednesday is too soon, A Thursday let it be; a Thursday, tell JULIET, JULIET shall be married to this noble earl.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,4,CAPULET,"We'll keep no great ado,—a friend or two, For, hark you, Tybalt being slain so late, It may be thought we held him carel",him,MONTAGUE,"We'll keep no great ado,—a friend or two, For, hark you, Tybalt being slain so late, It may be thought we held MONTAGUE ",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,4,CAPULET,"Go you to Juliet ere you go to bed, Prepare her, wife, against this wedding day.",her,JULIET,"Go you to Juliet ere you go to bed, Prepare JULIET, wife, against this wedding day.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,"All men call thee fickle, If thou art fickle, what dost thou with him That is renown'd for faith?",him,ROMEO,"All men call thee fickle, If thou art fickle, what dost thou with ROMEO That is renown'd for faith?",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,"Be fickle, Fortune; For then, I hope thou wilt not keep him long But send him back.",him,ROMEO,"Be fickle, Fortune; For then, I hope thou wilt not keep ROMEO long But send him back.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,"Be fickle, Fortune; For then, I hope thou wilt not keep him long But send him back.",him,ROMEO,"Be fickle, Fortune; For then, I hope thou wilt not keep ROMEO long But send ROMEO back.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,LADY CAPULET,"What, wilt thou wash him from his grave with tears?",him,TYBALT,"What, wilt thou wash TYBALT from his grave with tears?",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,LADY CAPULET,"And if thou couldst, thou couldst not make him live.",him,TYBALT,"And if thou couldst, thou couldst not make TYBALT live.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,LADY CAPULET,"Well, girl, thou weep'st not so much for his death As that the villain lives which slaughter'd him.",him,TYBALT,"Well, girl, thou weep'st not so much for his death As that the villain lives which slaughter'd TYBALT.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,Villain and he be many miles asunder.,he,ROMEO,Villain and ROMEO be many miles asunder.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,God pardon him.,him,ROMEO,God pardon ROMEO.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,And yet no man like he doth grieve my heart.,he,ROMEO,And yet no man like ROMEO doth grieve my heart.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,LADY CAPULET,"I'll send to one in Mantua, Where that same banish'd runagate doth live, Shall give him such an unaccustom'd dram That h",him,TYBALT,"I'll send to one in Mantua, Where that same banish'd runagate doth live, Shall give TYBALT such an unaccustom'd dram Tha",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,LADY CAPULET,"I'll send to one in Mantua, Where that same banish'd runagate doth live, Shall give him such an unaccustom'd dram That h",he,TYBALT,"I'll send to one in Mantua, Where that same banish'd runagate doth live, Shall give TYBALT such an unaccustom'd dram Tha",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,Indeed I never shall be satisfied With Romeo till I behold him—dead— Is my poor heart so for a kinsman vex'd.,him,ROMEO,Indeed I never shall be satisfied With Romeo till I behold ROMEO—dead— Is my poor heart so for a kinsman vex'd.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,"O, how my heart abhors To hear him nam'd, and cannot come to him, To wreak the love I bore my cousin Upon his body that ",him,ROMEO,"O, how my heart abhors To hear ROMEO nam'd, and cannot come to him, To wreak the love I bore my cousin Upon his body tha",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,"O, how my heart abhors To hear him nam'd, and cannot come to him, To wreak the love I bore my cousin Upon his body that ",him,ROMEO,"O, how my heart abhors To hear ROMEO nam'd, and cannot come to ROMEO, To wreak the love I bore my cousin Upon his body t",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,"O, how my heart abhors To hear him nam'd, and cannot come to him, To wreak the love I bore my cousin Upon his body that ",him,ROMEO,"O, how my heart abhors To hear ROMEO nam'd, and cannot come to ROMEO, To wreak the love I bore my cousin Upon his body t",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,"Now by Saint Peter's Church, and Peter too, He shall not make me there a joyful bride.",He,ROMEO,"Now by Saint Peter's Church, and Peter too, ROMEO shall not make me there a joyful bride.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,Ere he that should be husband comes to woo.,he,ROMEO,Ere ROMEO that should be husband comes to woo.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,LADY CAPULET,"Here comes your father, tell him so yourself, And see how he will take it at your hands.",him,TYBALT,"Here comes your father, tell TYBALT so yourself, And see how he will take it at your hands.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,LADY CAPULET,"Here comes your father, tell him so yourself, And see how he will take it at your hands.",he,TYBALT,"Here comes your father, tell TYBALT so yourself, And see how TYBALT will take it at your hands.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,CAPULET,"How, will she none?",she,JULIET,"How, will JULIET none?",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,CAPULET,Doth she not give us thanks?,she,JULIET,Doth JULIET not give us thanks?,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,CAPULET,Is she not proud?,she,JULIET,Is JULIET not proud?,female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,CAPULET,"Doth she not count her blest, Unworthy as she is, that we have wrought So worthy a gentleman to be her bridegroom?",she,JULIET,"Doth JULIET not count her blest, Unworthy as she is, that we have wrought So worthy a gentleman to be her bridegroom?",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,CAPULET,"Doth she not count her blest, Unworthy as she is, that we have wrought So worthy a gentleman to be her bridegroom?",she,JULIET,"Doth JULIET not count her blest, Unworthy as JULIET is, that we have wrought So worthy a gentleman to be her bridegroom?",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,CAPULET,"But now I see this one is one too much, And that we have a curse in having her.",her,JULIET,"But now I see this one is one too much, And that we have a curse in having JULIET.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,CAPULET,"Out on her, hilding.",her,JULIET,"Out on JULIET, hilding.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,3,5,NURSE,Romeo is banished; and all the world to nothing That he dares ne'er come back to challenge you.,he,ROMEO,Romeo is banished; and all the world to nothing That ROMEO dares ne'er come back to challenge you.,male,intra-utterance
THE TRAGEDY OF ROMEO AND JULIET,3,5,NURSE,"Or if he do, it needs must be by stealth.",he,ROMEO,"Or if ROMEO do, it needs must be by stealth.",male,intra-utterance
THE TRAGEDY OF ROMEO AND JULIET,3,5,NURSE,"O, he's a lovely gentleman.",he,ROMEO,"O, ROMEO's a lovely gentleman.",male,intra-utterance
THE TRAGEDY OF ROMEO AND JULIET,3,5,NURSE,Romeo's a dishclout to him.,him,ROMEO,Romeo's a dishclout to ROMEO.,male,intra-utterance
THE TRAGEDY OF ROMEO AND JULIET,3,5,NURSE,"Beshrew my very heart, I think you are happy in this second match, For it excels your first: or if it did not, Your firs",he,ROMEO,"Beshrew my very heart, I think you are happy in this second match, For it excels your first: or if it did not, Your firs",male,intra-utterance
THE TRAGEDY OF ROMEO AND JULIET,3,5,NURSE,"Beshrew my very heart, I think you are happy in this second match, For it excels your first: or if it did not, Your firs",him,ROMEO,"Beshrew my very heart, I think you are happy in this second match, For it excels your first: or if it did not, Your firs",male,intra-utterance
THE TRAGEDY OF ROMEO AND JULIET,3,5,JULIET,"Is it more sin to wish me thus forsworn, Or to dispraise my lord with that same tongue Which she hath prais'd him with a",him,ROMEO,"Is it more sin to wish me thus forsworn, Or to dispraise my lord with that same tongue Which she hath prais'd ROMEO with",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,1,PARIS,"Immoderately she weeps for Tybalt's death, And therefore have I little talk'd of love; For Venus smiles not in a house o",she,JULIET,"Immoderately JULIET weeps for Tybalt's death, And therefore have I little talk'd of love; For Venus smiles not in a hous",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,1,PARIS,"Now, sir, her father counts it dangerous That she do give her sorrow so much sway; And in his wisdom, hastes our marriag",she,JULIET,"Now, sir, her father counts it dangerous That JULIET do give her sorrow so much sway; And in his wisdom, hastes our marr",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,1,PARIS,"Now, sir, her father counts it dangerous That she do give her sorrow so much sway; And in his wisdom, hastes our marriag",her,JULIET,"Now, sir, JULIET father counts it dangerous That JULIET do give her sorrow so much sway; And in his wisdom, hastes our m",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,1,PARIS,"Now, sir, her father counts it dangerous That she do give her sorrow so much sway; And in his wisdom, hastes our marriag",herself,JULIET,"Now, sir, JULIET father counts it dangerous That JULIET do give her sorrow so much sway; And in his wisdom, hastes our m",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,1,PARIS,"Now, sir, her father counts it dangerous That she do give her sorrow so much sway; And in his wisdom, hastes our marriag",her,JULIET,"Now, sir, JULIET father counts it dangerous That JULIET do give JULIET sorrow so much sway; And in his wisdom, hastes ou",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,1,PARIS,Do not deny to him that you love me.,him,ROMEO,Do not deny to ROMEO that you love me.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,1,JULIET,I will confess to you that I love him.,him,ROMEO,I will confess to you that I love ROMEO.,male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,1,FRIAR LAWRENCE,"If, rather than to marry County Paris Thou hast the strength of will to slay thyself, Then is it likely thou wilt undert",himself,ROMEO,"If, rather than to marry County Paris Thou hast the strength of will to slay thyself, Then is it likely thou wilt undert",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,1,FRIAR LAWRENCE,"No warmth, no breath shall testify thou livest, The roses in thy lips and cheeks shall fade To paly ashes; thy eyes' win",he,ROMEO,"No warmth, no breath shall testify thou livest, The roses in thy lips and cheeks shall fade To paly ashes; thy eyes' win",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,1,FRIAR LAWRENCE,"In the meantime, against thou shalt awake, Shall Romeo by my letters know our drift, And hither shall he come, and he an",he,ROMEO,"In the meantime, against thou shalt awake, Shall Romeo by my letters know our drift, And hither shall ROMEO come, and he",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,1,FRIAR LAWRENCE,"In the meantime, against thou shalt awake, Shall Romeo by my letters know our drift, And hither shall he come, and he an",he,ROMEO,"In the meantime, against thou shalt awake, Shall Romeo by my letters know our drift, And hither shall ROMEO come, and RO",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,2,CAPULET,"Well, he may chance to do some good on her.",he,MONTAGUE,"Well, MONTAGUE may chance to do some good on her.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,2,CAPULET,"Well, he may chance to do some good on her.",her,JULIET,"Well, MONTAGUE may chance to do some good on JULIET.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,2,CAPULET,"Send for the County, go tell him of this.",him,MONTAGUE,"Send for the County, go tell MONTAGUE of this.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,2,JULIET,"I met the youthful lord at Lawrence' cell, And gave him what becomed love I might, Not stepping o'er the bounds of modes",him,ROMEO,"I met the youthful lord at Lawrence' cell, And gave ROMEO what becomed love I might, Not stepping o'er the bounds of mod",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,2,CAPULET,"Go, I say, and fetch him hither.",him,MONTAGUE,"Go, I say, and fetch MONTAGUE hither.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,2,CAPULET,"Now afore God, this reverend holy Friar, All our whole city is much bound to him.",him,MONTAGUE,"Now afore God, this reverend holy Friar, All our whole city is much bound to MONTAGUE.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,2,CAPULET,"Go, Nurse, go with her.",her,JULIET,"Go, Nurse, go with JULIET.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,2,CAPULET,"Go thou to Juliet, help to deck up her.",her,JULIET,"Go thou to Juliet, help to deck up JULIET.",female,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,2,CAPULET,"They are all forth: well, I will walk myself To County Paris, to prepare him up Against tomorrow.",him,MONTAGUE,"They are all forth: well, I will walk myself To County Paris, to prepare MONTAGUE up Against tomorrow.",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,3,JULIET,"What if it be a poison, which the Friar Subtly hath minister'd to have me dead, Lest in this marriage he should be disho",he,ROMEO,"What if it be a poison, which the Friar Subtly hath minister'd to have me dead, Lest in this marriage ROMEO should be di",male,relationship-graph
THE TRAGEDY OF ROMEO AND JULIET,4,3,JULIET,"What if it be a poison, which the Friar Subtly hath minister'd to have me dead, Lest in this marriage he should be disho",he,ROMEO,"What if it be a poison, which the Friar Subtly hath minister'd to have me dead, Lest in this marriage ROMEO should be di",male,relationship-graph
