play,act,scene,location,entity_text,spacy_label,label_description,start_char,end_char
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,Hermia,PERSON,"People, including fictional",8177,8183
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,Hermia,GPE,"Countries, cities, states",8343,8349
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",8572,8581
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,Demetrius,ORG,"Companies, agencies, institutions, etc.",8774,8783
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",9071,9080
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",9210,9219
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,the night,TIME,Times smaller than a day,9567,9576
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",9741,9750
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,Apollo,ORG,"Companies, agencies, institutions, etc.",9939,9945
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,Daphne,PERSON,"People, including fictional",9957,9963
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",10114,10123
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,Exit Demetrius,PERSON,"People, including fictional",10459,10473
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,Exit Helena,PERSON,"People, including fictional",10557,10568
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,OBERON,PERSON,"People, including fictional",10570,10576
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,Enter Puck,PERSON,"People, including fictional",10677,10687
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,OBERON,PERSON,"People, including fictional",10759,10765
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,Titania,PRODUCT,"Objects, vehicles, foods, etc. (not services)",10976,10983
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,Athenian,NORP,Nationalities or religious or political groups,11288,11296
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,May,DATE,Absolute or relative dates or periods,11395,11398
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,Athenian,NORP,Nationalities or religious or political groups,11443,11451
A MIDSUMMER NIGHT'S DREAM,2,1,A wood near Athens,first,ORDINAL,"""first"", ""second"", etc.",11588,11593
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Enter Titania,ORG,"Companies, agencies, institutions, etc.",0,13
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,TITANIA,ORG,"Companies, agencies, institutions, etc.",30,37
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,third,ORDINAL,"""first"", ""second"", etc.",90,95
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,FIRST,ORDINAL,"""first"", ""second"", etc.",409,414
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Newts,PERSON,"People, including fictional",492,497
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Fairy Queen,WORK_OF_ART,"Titles of books, songs, etc.",545,556
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Philomel,PERSON,"People, including fictional",566,574
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lulla,PERSON,"People, including fictional",616,621
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,lulla,PERSON,"People, including fictional",623,628
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,lulla,PERSON,"People, including fictional",639,644
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,lulla,PERSON,"People, including fictional",646,651
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,FIRST,ORDINAL,"""first"", ""second"", etc.",752,757
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Worm,PERSON,"People, including fictional",871,875
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,CHORUS,ORG,"Companies, agencies, institutions, etc.",901,907
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Philomel,PERSON,"People, including fictional",909,917
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,One,CARDINAL,Numerals that do not fall under another type,979,982
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Exeunt Fairies,WORK_OF_ART,"Titles of books, songs, etc.",1005,1019
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Oberon,PERSON,"People, including fictional",1043,1049
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,OBERON,PERSON,"People, including fictional",1051,1057
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Squeezes,ORG,"Companies, agencies, institutions, etc.",1096,1104
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Titania,ORG,"Companies, agencies, institutions, etc.",1119,1126
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Love,WORK_OF_ART,"Titles of books, songs, etc.",1168,1172
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Pard,ORG,"Companies, agencies, institutions, etc.",1230,1234
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",1374,1382
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Hermia,PERSON,"People, including fictional",1387,1393
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Hermia,GPE,"Countries, cities, states",1513,1519
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,the day,DATE,Absolute or relative dates or periods,1572,1579
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",1599,1607
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,One,CARDINAL,Numerals that do not fall under another type,1679,1682
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,One,CARDINAL,Numerals that do not fall under another type,1723,1726
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,one,CARDINAL,Numerals that do not fall under another type,1734,1737
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,two,CARDINAL,Numerals that do not fall under another type,1743,1746
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,one,CARDINAL,Numerals that do not fall under another type,1759,1762
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,HERMIA,ORG,"Companies, agencies, institutions, etc.",1770,1776
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",1788,1796
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Love,WORK_OF_ART,"Titles of books, songs, etc.",1913,1917
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,one,CARDINAL,Numerals that do not fall under another type,2011,2014
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Two,CARDINAL,Numerals that do not fall under another type,2040,2043
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,bosoms interchainèd,PERSON,"People, including fictional",2044,2063
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,two,CARDINAL,Numerals that do not fall under another type,2086,2089
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Hermia,PERSON,"People, including fictional",2170,2176
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",2200,2208
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,beshrew,PERSON,"People, including fictional",2241,2248
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",2297,2305
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,half,CARDINAL,Numerals that do not fall under another type,2706,2710
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Puck,PERSON,"People, including fictional",2769,2773
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Athenian,NORP,Nationalities or religious or political groups,2817,2825
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Athens,GPE,"Countries, cities, states",2949,2955
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Athenian,NORP,Nationalities or religious or political groups,3011,3019
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Oberon,GPE,"Countries, cities, states",3335,3341
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Helena,ORG,"Companies, agencies, institutions, etc.",3369,3375
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Demetrius,ORG,"Companies, agencies, institutions, etc.",3427,3436
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",3438,3447
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",3548,3557
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Exit Demetrius,PERSON,"People, including fictional",3596,3610
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Hermia,ORG,"Companies, agencies, institutions, etc.",4097,4103
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",4136,4144
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",4203,4211
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Demetrius,PERSON,"People, including fictional",4403,4412
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",4496,4504
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Hermia,PERSON,"People, including fictional",4543,4549
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Hermia,PERSON,"People, including fictional",4574,4580
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,The tedious minutes,TIME,Times smaller than a day,4662,4681
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Hermia,PERSON,"People, including fictional",4709,4715
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Reason,PERSON,"People, including fictional",4999,5005
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Love,WORK_OF_ART,"Titles of books, songs, etc.",5082,5086
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Demetrius,ORG,"Companies, agencies, institutions, etc.",5333,5342
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,one,CARDINAL,Numerals that do not fall under another type,5578,5581
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,refus'd,ORG,"Companies, agencies, institutions, etc.",5586,5593
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Hermia,PERSON,"People, including fictional",5663,5669
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",5723,5731
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Helen,PERSON,"People, including fictional",6032,6037
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",6094,6102
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",6212,6220
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",6331,6339
A MIDSUMMER NIGHT'S DREAM,2,2,Another part of the wood,Lysander,PERSON,"People, including fictional",6356,6364
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Enter Bottom,PERSON,"People, including fictional",41,53
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Quince,PERSON,"People, including fictional",55,61
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Snout,PERSON,"People, including fictional",63,68
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Starveling,GPE,"Countries, cities, states",70,80
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",122,128
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pat,PERSON,"People, including fictional",130,133
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Peter Quince,PERSON,"People, including fictional",345,357
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",359,365
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,ORG,"Companies, agencies, institutions, etc.",442,449
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,First,ORDINAL,"""first"", ""second"", etc.",485,490
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,ORG,"Companies, agencies, institutions, etc.",492,499
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,STARVELING,ORG,"Companies, agencies, institutions, etc.",621,631
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,PERSON,"People, including fictional",845,852
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,PERSON,"People, including fictional",927,934
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,PERSON,"People, including fictional",942,949
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",1005,1011
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,eight and six,DATE,Absolute or relative dates or periods,1076,1089
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,two,CARDINAL,Numerals that do not fall under another type,1111,1114
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,eight and eight,DATE,Absolute or relative dates or periods,1142,1157
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,SNOUT,ORG,"Companies, agencies, institutions, etc.",1159,1164
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,STARVELING,ORG,"Companies, agencies, institutions, etc.",1208,1218
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,half,CARDINAL,Numerals that do not fall under another type,1572,1576
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",2047,2053
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,two,CARDINAL,Numerals that do not fall under another type,2090,2093
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,PERSON,"People, including fictional",2169,2176
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",2356,2362
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,that night,TIME,Times smaller than a day,2383,2393
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",2531,2537
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Moonshine,NORP,Nationalities or religious or political groups,2663,2672
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,PERSON,"People, including fictional",2749,2756
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Bottom,PERSON,"People, including fictional",2874,2880
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,PERSON,"People, including fictional",3084,3091
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",3112,3118
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,PERSON,"People, including fictional",3215,3222
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Puck,PERSON,"People, including fictional",3336,3340
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,the Fairy Queen,FAC,"Buildings, airports, highways, bridges, etc.",3424,3439
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",3520,3526
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",3618,3624
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,PERSON,"People, including fictional",3829,3836
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",3892,3898
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,PERSON,"People, including fictional",4030,4037
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Jew,NORP,Nationalities or religious or political groups,4153,4156
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,PERSON,"People, including fictional",4226,4233
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Ninny,PERSON,"People, including fictional",4238,4243
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",4252,4258
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Ninus,PERSON,"People, including fictional",4260,4265
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Pyramus,PERSON,"People, including fictional",4331,4338
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Puck,PERSON,"People, including fictional",4510,4514
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Bottom,PERSON,"People, including fictional",4519,4525
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",4598,4604
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,bush,PERSON,"People, including fictional",4769,4773
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Exit Snout,PERSON,"People, including fictional",5210,5220
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Quince,PERSON,"People, including fictional",5228,5234
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,QUINCE,PERSON,"People, including fictional",5236,5242
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Bottom,PERSON,"People, including fictional",5256,5262
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,TITANIA,ORG,"Companies, agencies, institutions, etc.",5659,5666
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,doth mark,PERSON,"People, including fictional",5825,5834
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,TITANIA,ORG,"Companies, agencies, institutions, etc.",5983,5990
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,first,ORDINAL,"""first"", ""second"", etc.",6170,6175
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,TITANIA,ORG,"Companies, agencies, institutions, etc.",6469,6476
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,TITANIA,ORG,"Companies, agencies, institutions, etc.",6630,6637
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Peaseblossom,PERSON,"People, including fictional",7067,7079
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Moth,PERSON,"People, including fictional",7089,7093
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,four,CARDINAL,Numerals that do not fall under another type,7118,7122
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,PEASEBLOSSOM,ORG,"Companies, agencies, institutions, etc.",7132,7144
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,COBWEB,ORG,"Companies, agencies, institutions, etc.",7153,7159
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,I. MOTH,PERSON,"People, including fictional",7165,7172
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,I. MUSTARDSEED,PERSON,"People, including fictional",7178,7192
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,TITANIA,ORG,"Companies, agencies, institutions, etc.",7225,7232
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,PEASEBLOSSOM,ORG,"Companies, agencies, institutions, etc.",7710,7722
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,MOTH,GPE,"Countries, cities, states",7752,7756
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,MUSTARDSEED,ORG,"Companies, agencies, institutions, etc.",7764,7775
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,COBWEB,ORG,"Companies, agencies, institutions, etc.",7859,7865
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,PEASEBLOSSOM,ORG,"Companies, agencies, institutions, etc.",8021,8033
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Peaseblossom,ORG,"Companies, agencies, institutions, etc.",8035,8047
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Peascod,PERSON,"People, including fictional",8127,8134
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,Peaseblossom,PERSON,"People, including fictional",8161,8173
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,MUSTARDSEED,ORG,"Companies, agencies, institutions, etc.",8251,8262
A MIDSUMMER NIGHT'S DREAM,3,1,The Wood.,TITANIA,ORG,"Companies, agencies, institutions, etc.",8542,8549
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Oberon,PERSON,"People, including fictional",6,12
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,OBERON,PERSON,"People, including fictional",14,20
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Titania,PRODUCT,"Objects, vehicles, foods, etc. (not services)",34,41
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Puck,PERSON,"People, including fictional",141,145
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Athenian,NORP,Nationalities or religious or political groups,432,440
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Pyramus,PERSON,"People, including fictional",577,584
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Forsook,PERSON,"People, including fictional",611,618
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,nole,PRODUCT,"Objects, vehicles, foods, etc. (not services)",701,705
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,o'er,PERSON,"People, including fictional",1032,1036
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Athens,GPE,"Countries, cities, states",1088,1094
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Pyramus,PERSON,"People, including fictional",1365,1372
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Titania,PRODUCT,"Objects, vehicles, foods, etc. (not services)",1432,1439
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,OBERON,PERSON,"People, including fictional",1477,1483
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Athenian,NORP,Nationalities or religious or political groups,1558,1566
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Athenian,NORP,Nationalities or religious or political groups,1673,1681
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Enter Demetrius,ORG,"Companies, agencies, institutions, etc.",1749,1764
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Hermia,GPE,"Countries, cities, states",1769,1775
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,OBERON,PERSON,"People, including fictional",1777,1783
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Athenian,NORP,Nationalities or religious or political groups,1815,1823
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",1872,1881
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,HERMIA,ORG,"Companies, agencies, institutions, etc.",1964,1970
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Lysander,PERSON,"People, including fictional",2085,2093
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,the day,DATE,Absolute or relative dates or periods,2201,2208
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Hermia,PERSON,"People, including fictional",2262,2268
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,May,DATE,Absolute or relative dates or periods,2340,2343
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Antipodes,PERSON,"People, including fictional",2418,2427
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",2515,2524
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Venus,PRODUCT,"Objects, vehicles, foods, etc. (not services)",2682,2687
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Lysander,PERSON,"People, including fictional",2740,2748
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Demetrius,ORG,"Companies, agencies, institutions, etc.",2772,2781
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",2806,2815
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Durst,PERSON,"People, including fictional",3057,3062
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",3279,3288
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Lysander,PERSON,"People, including fictional",3353,3361
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,DEMETRIUS,ORG,"Companies, agencies, institutions, etc.",3465,3474
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,OBERON,PERSON,"People, including fictional",3936,3942
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,one,CARDINAL,Numerals that do not fall under another type,4166,4169
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,A million,CARDINAL,Numerals that do not fall under another type,4189,4198
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,OBERON,PERSON,"People, including fictional",4231,4237
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Helena,ORG,"Companies, agencies, institutions, etc.",4284,4290
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Athens,GPE,"Countries, cities, states",4294,4300
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Swifter,PERSON,"People, including fictional",4529,4536
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Tartar,PRODUCT,"Objects, vehicles, foods, etc. (not services)",4557,4563
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,OBERON,PERSON,"People, including fictional",4577,4583
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Cupid,ORG,"Companies, agencies, institutions, etc.",4621,4626
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Venus,PRODUCT,"Objects, vehicles, foods, etc. (not services)",4727,4732
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Beg,PERSON,"People, including fictional",4778,4781
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Puck,PERSON,"People, including fictional",4807,4811
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Helena,ORG,"Companies, agencies, institutions, etc.",4846,4852
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,OBERON,PERSON,"People, including fictional",4995,5001
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Demetrius,PERSON,"People, including fictional",5047,5056
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,two,CARDINAL,Numerals that do not fall under another type,5083,5086
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Lysander,PERSON,"People, including fictional",5205,5213
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Helena,ORG,"Companies, agencies, institutions, etc.",5218,5224
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Hermia,PERSON,"People, including fictional",5611,5617
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,two,CARDINAL,Numerals that do not fall under another type,5727,5730
A MIDSUMMER NIGHT'S DREAM,3,2,Another part of the wood,Demetrius,PERSON,"People, including fictional",5896,5905
